品名,地區,判定係數
菠菜,板橋區,0.9417102007148748
萵苣菜,板橋區,0.9504422196764096
芥菜,板橋區,0.9494447691408532
芥藍菜,板橋區,0.9582866155035348
甘藷葉,板橋區,0.9631650923894032
九層塔,板橋區,0.9328676001464776
越瓜,台北二,0.9662286778185732
栗子,台北一,0.9955599084044962
黑甜仔菜,台北一,0.9562125326638315
黑甜仔菜,台北二,0.9243697478991596
半天筍,台北一,0.998390017780568
半天筍,台北二,0.937929617094264
波羅蜜,台北一,0.9083812362500888
藍莓,板橋區,0.9104991480769518
海菜,板橋區,0.9820730322411606
蕨菜,板橋區,0.9553313140293179
洋菇,板橋區,0.9994405097995356
草菇,板橋區,0.9997429863088864
溼香菇,板橋區,0.99976623859488
金絲菇,板橋區,0.9907289600222826
蠔菇,板橋區,0.9994368192435956
秀珍菇,板橋區,0.9693412032588598
杏鮑菇,板橋區,0.9910476255960444
珊瑚菇,板橋區,0.9937170207277812
其他菇類,板橋區,0.9739090408670728
熟筍,板橋區,0.9917155994295692
蘿蔔,板橋區,0.9303129657228018
胡蘿蔔,板橋區,0.954277971351142
洋蔥,板橋區,0.9950873017329818
竹筍,板橋區,0.9414921333107764
芋,板橋區,0.9824068280867768
豆薯,板橋區,0.9878979563668614
甘薯,板橋區,0.940542300999401
薑,板橋區,0.9417687143418528
芽菜類,板橋區,0.9899461375110749
藍莓,三重區,0.9686125094821046
火龍果,三重區,0.9191387746302508
香蕉,三重區,0.9789278468566024
花椰菜,三重區,0.9342040474572818
胡瓜,三重區,0.9403168513369976
絲瓜,三重區,0.9671416590844748
苦瓜,三重區,0.9297304906052998
扁蒲,三重區,0.9211490746390076
茄子,三重區,0.9743094743094745
隼人瓜,三重區,0.9479929790073142
玉米,三重區,0.9628333435664436
奇異果,三重區,0.9895914474207138
波羅蜜,三重區,0.9088231022965376
木瓜,三重區,0.9571558564886754
包心白菜,三重區,0.9096630585394629
蕹菜,三重區,0.9064522360668406
芥菜,三重區,0.9456179378284832
芥藍菜,三重區,0.9995624015152492
甘藷葉,三重區,0.9614914425427872
香蕉,東勢鎮,0.9516854826589342
梨,東勢鎮,0.9203603016107056
包心白菜,永靖鄉,0.9324121423131324
茄子,溪湖鎮,0.9864765256315808
蕹菜,溪湖鎮,0.9178011490894926
芥菜,溪湖鎮,0.9206488382288471
油菜,溪湖鎮,0.9609914356443257
蘿蔔,溪湖鎮,0.9323259056888358
冬瓜,西螺鎮,0.9948146757118378
苦瓜,西螺鎮,0.9776547636521216
扁蒲,西螺鎮,0.9463545207806624
蕃茄,西螺鎮,0.9892805081490136
菜豆,西螺鎮,0.9439223991255279
玉米,西螺鎮,0.9393180632861996
青江白菜,西螺鎮,0.9051199427139276
莧菜,西螺鎮,0.9326940776076028
其他蔬菜,西螺鎮,0.9628691080303984
蘿蔔,西螺鎮,0.9639782016348774
胡蘿蔔,西螺鎮,0.9815426723395232
馬鈴薯,西螺鎮,0.9986531986531988
洋蔥,西螺鎮,0.9603750937734432
芋,西螺鎮,0.9992162818399406
甘薯,西螺鎮,0.9876883710924674
薑,西螺鎮,0.9830572264946216
人參葉,台北一,0.9621860867891852
珍珠菜,台北二,0.956822247519922
西瓜,板橋區,0.9891119084996636
石蓮花,三重區,0.958275789914208
鴻禧菇,三重區,0.972772673439706
椰子,嘉義市,0.9815516772399028
蓮霧,嘉義市,0.9474131432843008
西瓜,嘉義市,0.9657747902816082
洋香瓜,嘉義市,0.9777751366052634
蘋果,嘉義市,0.9990375005608776
皇宮菜,三重區,0.9675276853637004
花胡瓜,溪湖鎮,0.9762016243548991
醃瓜,板橋區,0.9988422584731051
金針筍,板橋區,0.980039258101991
榴槤,三重區,0.9992588249873692
絲瓜,溪湖鎮,0.936743001744652
扁蒲,溪湖鎮,0.9449504943491586
甜瓜,嘉義市,0.9717706270638958
